city,city_ascii,state_name,lat,lng
Sardis,Sardis,Georgia,32.9756,-81.7621
Ames Lake,Ames Lake,Washington,47.6346,-121.9664
King Cove,King Cove,Alaska,55.0858,-162.2978
Johnsonville,Johnsonville,South Carolina,33.815,-79.4443
Eclectic,Eclectic,Alabama,32.6387,-86.0387
Mill Neck,Mill Neck,New York,40.8839,-73.5582
Rosebud,Rosebud,Texas,31.0756,-96.9749
Forest Home,Forest Home,New York,42.4529,-76.4693
Beale AFB,Beale AFB,California,39.1095,-121.3543
Poquott,Poquott,New York,40.9529,-73.0904
Morocco,Morocco,Indiana,40.9446,-87.4502
Sweetser,Sweetser,Indiana,40.5687,-85.767
Camanche North Shore,Camanche North Shore,California,38.2442,-120.9538
Northfield,Northfield,Kentucky,38.2857,-85.6363
Highland,Highland,Kansas,39.8603,-95.2649
Princeton,Princeton,Wisconsin,43.8526,-89.1305
Lake St. Croix Beach,Lake St. Croix Beach,Minnesota,44.9245,-92.7657
Altamont,Altamont,Kansas,37.1875,-95.2898
Afton,Afton,Iowa,41.0276,-94.1953
Crosby,Crosby,North Dakota,48.9162,-103.2966
Yoncalla,Yoncalla,Oregon,43.6003,-123.2875
Georgetown,Georgetown,Colorado,39.7179,-105.6942
Frankfort,Frankfort,Michigan,44.6361,-86.2332
Dane,Dane,Wisconsin,43.2497,-89.4993
Harkers Island,Harkers Island,North Carolina,34.7002,-76.5612
Barbee,Barbee,Indiana,41.2909,-85.7122
Lake Waynoka,Lake Waynoka,Ohio,38.9401,-83.7786
Diaz,Diaz,Arkansas,35.6478,-91.262
Belwood,Belwood,North Carolina,35.4794,-81.5227
Athens,Athens,Michigan,42.0866,-85.2356
Douglas City,Douglas City,California,40.6529,-122.9283
Jamaica Beach,Jamaica Beach,Texas,29.1904,-94.98
Griggstown,Griggstown,New Jersey,40.44,-74.5989
New Waverly,New Waverly,Texas,30.5374,-95.4822
Franklin Grove,Franklin Grove,Illinois,41.8408,-89.3005
Bowling Green,Bowling Green,Maryland,39.6272,-78.805
North Lima,North Lima,Ohio,40.9497,-80.6611
Lowellville,Lowellville,Ohio,41.039,-80.5463
Sundance,Sundance,Wyoming,44.4048,-104.3626
Albany,Albany,Wisconsin,42.7069,-89.4367
English,English,Indiana,38.3408,-86.4592
Frederic,Frederic,Wisconsin,45.6548,-92.4646
New London,New London,Missouri,39.5844,-91.3987
Alto,Alto,Texas,31.6509,-95.0708
Faxon,Faxon,Pennsylvania,41.2556,-76.9771
Calumet,Calumet,Pennsylvania,40.2189,-79.4891
Granger,Granger,Texas,30.718,-97.4411
Blue Mountain,Blue Mountain,Mississippi,34.6739,-89.0262
Ivyland,Ivyland,Pennsylvania,40.2083,-75.0733
Russell Gardens,Russell Gardens,New York,40.7809,-73.7254
Marvell,Marvell,Arkansas,34.5563,-90.9153
Pigeon,Pigeon,Michigan,43.8295,-83.2702
Hilshire Village,Hilshire Village,Texas,29.7908,-95.4885
Dayton,Dayton,Indiana,40.3752,-86.7739
Moodys,Moodys,Oklahoma,36.0325,-94.9559
Trafalgar,Trafalgar,Indiana,39.4124,-86.1499
Rancho Alegre,Rancho Alegre,Texas,27.7392,-98.1027
Mounds,Mounds,Oklahoma,35.8792,-96.0678
Bennet,Bennet,Nebraska,40.6818,-96.5039
Dale,Dale,Pennsylvania,40.3122,-78.905
Stiles,Stiles,Pennsylvania,40.6666,-75.5072
Millington,Millington,Michigan,43.2784,-83.5273
Friendsville,Friendsville,Tennessee,35.7563,-84.1319
West Middlesex,West Middlesex,Pennsylvania,41.1742,-80.4557
Browns Point,Browns Point,Washington,47.3036,-122.4369
Lakeport,Lakeport,Texas,32.405,-94.7102
Bay Head,Bay Head,New Jersey,40.0701,-74.0482
Von Ormy,Von Ormy,Texas,29.2803,-98.6556
Yoe,Yoe,Pennsylvania,39.9096,-76.6365
Pickens,Pickens,Mississippi,32.8913,-89.9696
Hettinger,Hettinger,North Dakota,46.0034,-102.635
Sodus Point,Sodus Point,New York,43.264,-76.9954
Faith,Faith,North Carolina,35.5901,-80.4581
Papaikou,Papaikou,Hawaii,19.7917,-155.0963
Greensburg,Greensburg,Louisiana,30.83,-90.6698
Chilton,Chilton,Texas,31.2848,-97.0607
Hays,Hays,Montana,48.0104,-108.6607
Twisp,Twisp,Washington,48.3619,-120.1171
New Market,New Market,Alabama,34.8892,-86.4226
Ridgeway,Ridgeway,Virginia,36.5781,-79.8583
Cookson,Cookson,Oklahoma,35.7155,-94.9199
Anton,Anton,Texas,33.8113,-102.1622
Hazelton,Hazelton,Idaho,42.5953,-114.1366
Clarkton,Clarkton,Missouri,36.4521,-89.968
Hustisford,Hustisford,Wisconsin,43.3441,-88.6031
Mathews,Mathews,Virginia,37.4365,-76.3245
Oil City,Oil City,Louisiana,32.7454,-93.9758
Lovington,Lovington,Illinois,39.7151,-88.6337
Dibble,Dibble,Oklahoma,35.0151,-97.6273
Ridgway,Ridgway,Colorado,38.1573,-107.7545
Cripple Creek,Cripple Creek,Colorado,38.7467,-105.1851
Rupert,Rupert,West Virginia,37.9649,-80.687
Neffs,Neffs,Ohio,40.032,-80.8171
Lindsay,Lindsay,Texas,33.6418,-97.2186
Clermont,Clermont,Georgia,34.4783,-83.772
Elliston,Elliston,Virginia,37.2164,-80.2245
Elk Mound,Elk Mound,Wisconsin,44.8744,-91.6862
Swede Heaven,Swede Heaven,Washington,48.2829,-121.7136
Luckey,Luckey,Ohio,41.4525,-83.4839
Keuka Park,Keuka Park,New York,42.613,-77.0922
Lakeside City,Lakeside City,Texas,33.8292,-98.5403
West Brownsville,West Brownsville,Pennsylvania,40.0314,-79.8913
Harleigh,Harleigh,Pennsylvania,40.9862,-75.9703
Nashwauk,Nashwauk,Minnesota,47.3805,-93.1666
Tye,Tye,Texas,32.4522,-99.8665
Waynesburg,Waynesburg,Ohio,40.6682,-81.2598
Harbor Springs,Harbor Springs,Michigan,45.4326,-84.989
Tenaha,Tenaha,Texas,31.944,-94.2457
Riverside,Riverside,Iowa,41.4893,-91.5567
Mount Gilead,Mount Gilead,North Carolina,35.2163,-80.005
Marueño,Marueno,Puerto Rico,18.0585,-66.6569
Johnstonville,Johnstonville,California,40.3791,-120.584
La Pryor,La Pryor,Texas,28.9487,-99.8483
Apple Creek,Apple Creek,Ohio,40.7486,-81.8333
Sperry,Sperry,Oklahoma,36.2976,-95.9963
Gholson,Gholson,Texas,31.7123,-97.236
Greenville,Greenville,Georgia,33.0322,-84.7163
East Bangor,East Bangor,Pennsylvania,40.8811,-75.1861
Coosada,Coosada,Alabama,32.4984,-86.3279
Hamburg,Hamburg,Iowa,40.6063,-95.6546
Waukomis,Waukomis,Oklahoma,36.2842,-97.9005
Columbus,Columbus,North Carolina,35.2656,-82.1976
Seabrook,Seabrook,South Carolina,32.5227,-80.7479
Gainesboro,Gainesboro,Tennessee,36.3617,-85.6496
Hopedale,Hopedale,Ohio,40.3263,-80.8955
Kellyville,Kellyville,Oklahoma,35.9528,-96.2003
Six Mile,Six Mile,South Carolina,34.8082,-82.8154
North Edwards,North Edwards,California,35.0474,-117.8093
Jeffersonville,Jeffersonville,Ohio,39.6522,-83.555
Wolcott,Wolcott,Indiana,40.7589,-87.042
Geneva-on-the-Lake,Geneva-on-the-Lake,Ohio,41.8561,-80.9491
Poipu,Poipu,Hawaii,21.8834,-159.46
Parcelas Viejas Borinquen,Parcelas Viejas Borinquen,Puerto Rico,18.1739,-66.0406
Gerber,Gerber,California,40.0614,-122.1482
Vernon Valley,Vernon Valley,New Jersey,41.2396,-74.4833
Church Hill,Church Hill,Maryland,39.1452,-75.9808
South Lebanon,South Lebanon,Oregon,44.5055,-122.8959
Tioga,Tioga,Texas,33.4728,-96.9186
Lewisburg,Lewisburg,Kentucky,36.9872,-86.9502
Oglethorpe,Oglethorpe,Georgia,32.2934,-84.0625
Friars Point,Friars Point,Mississippi,34.3679,-90.6379
Wallace,Wallace,Idaho,47.4736,-115.9227
Rossville,Rossville,Kansas,39.1358,-95.9496
Morristown,Morristown,Indiana,39.6738,-85.7052
Jolivue,Jolivue,Virginia,38.1148,-79.0668
Deville,Deville,Louisiana,31.3398,-92.1389
Hotchkiss,Hotchkiss,Colorado,38.799,-107.7133
Somis,Somis,California,34.2652,-118.9984
Cairo,Cairo,Nebraska,41.0046,-98.6007
Broxton,Broxton,Georgia,31.6248,-82.8877
Tyrone,Tyrone,Oklahoma,36.9555,-101.068
Gilcrest,Gilcrest,Colorado,40.2841,-104.782
Lawtey,Lawtey,Florida,30.0484,-82.0725
Gayle Mill,Gayle Mill,South Carolina,34.7023,-81.2391
Inglenook,Inglenook,Connecticut,41.5229,-73.4736
Churchill,Churchill,Montana,45.75,-111.3102
Alamo,Alamo,New Mexico,34.4184,-107.5125
Neah Bay,Neah Bay,Washington,48.3612,-124.6115
Burnside,Burnside,Kentucky,37.0042,-84.6489
Renovo,Renovo,Pennsylvania,41.3313,-77.7477
Macon,Macon,Illinois,39.7117,-88.9965
Hebron,Hebron,Pennsylvania,40.3389,-76.3997
Waldo,Waldo,Florida,29.7925,-82.1663
Schoeneck,Schoeneck,Pennsylvania,40.2453,-76.1766
Quinhagak,Quinhagak,Alaska,59.7511,-161.8992
St. Leon,St. Leon,Indiana,39.2935,-84.9641
Avonmore,Avonmore,Pennsylvania,40.5272,-79.4693
University of California-Merced,University of California-Merced,California,37.3666,-120.4192
Clay,Clay,Kentucky,37.4763,-87.8202
Metcalfe,Metcalfe,Mississippi,33.4505,-91.0018
Solomon,Solomon,Kansas,38.9215,-97.3692
Wayne,Wayne,Ohio,41.301,-83.4717
Sturgeon,Sturgeon,Missouri,39.2344,-92.2824
Rimersburg,Rimersburg,Pennsylvania,41.0409,-79.5024
Forest View,Forest View,Illinois,41.8072,-87.7798
Saylorsburg,Saylorsburg,Pennsylvania,40.8998,-75.3179
Ellport,Ellport,Pennsylvania,40.8619,-80.2625
Haliimaile,Haliimaile,Hawaii,20.8671,-156.3381
Langley,Langley,Washington,48.0337,-122.4084
Percy,Percy,Illinois,38.0153,-89.6188
Newhall,Newhall,Iowa,41.9933,-91.9672
Hildale,Hildale,Utah,37.017,-112.9787
Blue Rapids,Blue Rapids,Kansas,39.6791,-96.6593
Oreana,Oreana,Illinois,39.9379,-88.8684
Enchanted Hills,Enchanted Hills,Indiana,41.402,-85.6667
Wallenpaupack Lake Estates,Wallenpaupack Lake Estates,Pennsylvania,41.3957,-75.2731
Shady Point,Shady Point,Oklahoma,35.1276,-94.6686
Geronimo,Geronimo,Texas,29.6728,-97.9686
Underwood,Underwood,Indiana,38.6037,-85.7744
Rhodhiss,Rhodhiss,North Carolina,35.7684,-81.4312
Lambert,Lambert,Mississippi,34.2006,-90.2845
Wye,Wye,Montana,46.9523,-114.1331
Chisholm,Chisholm,Maine,44.4916,-70.1923
Riverside,Riverside,Idaho,43.1965,-112.4356
Blue Ridge,Blue Ridge,Arizona,34.6407,-111.1073
Pamplico,Pamplico,South Carolina,33.9957,-79.5698
West Point,West Point,Kentucky,37.9851,-85.9556
Ransom Canyon,Ransom Canyon,Texas,33.5303,-101.6838
Craig,Craig,Alaska,55.4918,-133.1165
Occoquan,Occoquan,Virginia,38.6825,-77.2606
East Brady,East Brady,Pennsylvania,40.9836,-79.6131
Funny River,Funny River,Alaska,60.4876,-150.7812
Galva,Galva,Kansas,38.3836,-97.5381
Helena Flats,Helena Flats,Montana,48.2863,-114.2369
Paisley,Paisley,Florida,28.985,-81.5404
Squirrel Mountain Valley,Squirrel Mountain Valley,California,35.6175,-118.4047
Mountainair,Mountainair,New Mexico,34.5212,-106.2392
Babson Park,Babson Park,Florida,27.8342,-81.5281
Alcorn State University,Alcorn State University,Mississippi,31.8804,-91.1407
Treynor,Treynor,Iowa,41.232,-95.6063
Stem,Stem,North Carolina,36.1963,-78.72
Tahoma,Tahoma,California,39.064,-120.1434
Osceola,Osceola,Missouri,38.0458,-93.6972
Lonaconing,Lonaconing,Maryland,39.566,-78.979
Union Hall,Union Hall,Virginia,37.0206,-79.6837
Villisca,Villisca,Iowa,40.9298,-94.981
Newport,Newport,Ohio,39.3966,-81.2247
Hart,Hart,Texas,34.3857,-102.115
Hillsdale,Hillsdale,Missouri,38.6858,-90.2869
Livingston Wheeler,Livingston Wheeler,New Mexico,32.3944,-104.1981
Weleetka,Weleetka,Oklahoma,35.3401,-96.136
Dawson,Dawson,Texas,31.8941,-96.7151
Lakewood Park,Lakewood Park,Tennessee,35.6481,-86.1357
Bonnie Brae,Bonnie Brae,Illinois,41.5999,-88.0343
Greene,Greene,Rhode Island,41.6988,-71.7339
Spring Glen,Spring Glen,Utah,39.6561,-110.8461
Chester Gap,Chester Gap,Virginia,38.8534,-78.1325
Rankin,Rankin,Texas,31.2253,-101.9395
Garrett,Garrett,Texas,32.3681,-96.6543
Foster Brook,Foster Brook,Pennsylvania,41.9792,-78.6063
Rutledge,Rutledge,Georgia,33.6263,-83.6112
Dexter,Dexter,Oregon,43.9188,-122.822
Greenup,Greenup,Kentucky,38.5578,-82.8191
White Haven,White Haven,Pennsylvania,41.0566,-75.7802
Bogata,Bogata,Texas,33.4699,-95.2136
Brilliant,Brilliant,Ohio,40.2701,-80.6318
Tatamy,Tatamy,Pennsylvania,40.7409,-75.256
Royalton,Royalton,Illinois,37.8773,-89.1142
Orange Grove,Orange Grove,Texas,27.9562,-97.9386
Atkinson,Atkinson,Illinois,41.4168,-90.0087
Plains,Plains,Texas,33.1883,-102.8214
Hewlett Harbor,Hewlett Harbor,New York,40.6327,-73.6843
Crowley Lake,Crowley Lake,California,37.5689,-118.7463
Young Harris,Young Harris,Georgia,34.9348,-83.8472
Anacoco,Anacoco,Louisiana,31.2545,-93.344
Obion,Obion,Tennessee,36.2647,-89.1948
Hideout,Hideout,Utah,40.6437,-111.4014
Rincón,Rincon,Puerto Rico,18.15,-66.1569
Andalusia,Andalusia,Illinois,41.4372,-90.7165
Bannockburn,Bannockburn,Illinois,42.1932,-87.8695
Apache,Apache,Oklahoma,34.8937,-98.3584
Collinsburg,Collinsburg,Pennsylvania,40.2196,-79.7849
Lasara,Lasara,Texas,26.4635,-97.9087
Wildwood,Wildwood,Tennessee,35.7999,-83.8685
Bethany Beach,Bethany Beach,Delaware,38.5391,-75.066
Pueblito del Río,Pueblito del Rio,Puerto Rico,18.228,-65.8615
McGaheysville,McGaheysville,Virginia,38.3724,-78.7327
Auburn,Auburn,New Jersey,39.6969,-75.3561
Chatmoss,Chatmoss,Virginia,36.6758,-79.7981
Moenkopi,Moenkopi,Arizona,36.1125,-111.2212
Lamont,Lamont,Michigan,43.0125,-85.9061
Winfield,Winfield,Iowa,41.1259,-91.4381
Keys,Keys,Oklahoma,35.8022,-94.9606
Montgomery,Montgomery,Indiana,38.6655,-87.0493
Algodones,Algodones,New Mexico,35.3804,-106.4731
Minier,Minier,Illinois,40.4336,-89.3139
Womens Bay,Womens Bay,Alaska,57.696,-152.6276
Dasher,Dasher,Georgia,30.7462,-83.2253
Janesville,Janesville,Iowa,42.6462,-92.4626
Knox,Knox,Pennsylvania,41.2346,-79.536
Lincoln Center,Lincoln Center,Kansas,39.043,-98.1468
Silver Ridge,Silver Ridge,New Jersey,39.9621,-74.2358
Tunica,Tunica,Mississippi,34.6881,-90.3809
Solana,Solana,Florida,26.9388,-82.0277
Jamestown,Jamestown,Indiana,39.9286,-86.626
Akron,Akron,Indiana,41.0388,-86.0249
Leroy,Leroy,Alabama,31.4952,-87.969
Beach Haven,Beach Haven,New Jersey,39.566,-74.2492
Racine,Racine,Ohio,38.9683,-81.9109
Chokoloskee,Chokoloskee,Florida,25.8143,-81.3603
Occidental,Occidental,California,38.4004,-122.9349
Waelder,Waelder,Texas,29.6943,-97.2972
Millers Falls,Millers Falls,Massachusetts,42.5792,-72.4925
Homer,Homer,Illinois,40.0329,-87.9578
Fordoche,Fordoche,Louisiana,30.594,-91.6179
Ivey,Ivey,Georgia,32.9092,-83.2983
Arenas Valley,Arenas Valley,New Mexico,32.7765,-108.203
Hydesville,Hydesville,California,40.5579,-124.0822
Lyles,Lyles,Tennessee,35.9195,-87.345
Mariposa,Mariposa,California,37.4912,-119.9722
Fort Loudon,Fort Loudon,Pennsylvania,39.9219,-77.9073
Dunbar,Dunbar,South Carolina,33.5341,-79.3533
Chocowinity,Chocowinity,North Carolina,35.5148,-77.1017
Garden Plain,Garden Plain,Kansas,37.6627,-97.6793
Daisetta,Daisetta,Texas,30.1135,-94.6426
Goodwell,Goodwell,Oklahoma,36.5948,-101.6224
Deckerville,Deckerville,Michigan,43.5265,-82.742
Lake Bosworth,Lake Bosworth,Washington,48.0553,-121.9811
Lucama,Lucama,North Carolina,35.6449,-78.0076
Las Quintas Fronterizas,Las Quintas Fronterizas,Texas,28.6897,-100.4679
Amador Pines,Amador Pines,California,38.4896,-120.5333
Bear Rocks,Bear Rocks,Pennsylvania,40.1289,-79.4649
Puget Island,Puget Island,Washington,46.1743,-123.383
Wells,Wells,Nevada,41.1132,-114.9535
Aspermont,Aspermont,Texas,33.1405,-100.2253
Gosport,Gosport,Indiana,39.3507,-86.6665
New Franklin,New Franklin,Missouri,39.0175,-92.7406
Orlinda,Orlinda,Tennessee,36.5938,-86.7015
Thatcher,Thatcher,Utah,41.6815,-112.3201
Pelion,Pelion,South Carolina,33.775,-81.2502
McConnellsburg,McConnellsburg,Pennsylvania,39.932,-77.9958
Harvard,Harvard,Nebraska,40.6201,-98.0961
Griswold,Griswold,Iowa,41.2343,-95.1394
Shelter Island Heights,Shelter Island Heights,New York,41.0661,-72.3493
Aurora,Aurora,Oregon,45.2284,-122.7573
Suffield,Suffield,Ohio,41.0204,-81.3471
Knippa,Knippa,Texas,29.3076,-99.6329
Slaughter,Slaughter,Louisiana,30.7219,-91.1393
Maury,Maury,North Carolina,35.4792,-77.5902
Algonquin,Algonquin,Maryland,38.5843,-76.0965
Bird Island,Bird Island,Minnesota,44.7648,-94.8949
Drain,Drain,Oregon,43.6623,-123.3143
Hato Viejo,Hato Viejo,Puerto Rico,18.3605,-66.4813
Island City,Island City,Oregon,45.3358,-118.0492
Mexico Beach,Mexico Beach,Florida,29.948,-85.4156
Sudan,Sudan,Texas,34.0665,-102.5243
New Vienna,New Vienna,Ohio,39.3255,-83.6941
Pisgah,Pisgah,Alabama,34.6844,-85.846
Stronghurst,Stronghurst,Illinois,40.7463,-90.9094
Lansing,Lansing,Iowa,43.3602,-91.2256
Woodville,Woodville,Alabama,34.6256,-86.2792
Monongah,Monongah,West Virginia,39.4598,-80.2185
Thompson,Thompson,North Dakota,47.7752,-97.1054
Stoneville,Stoneville,North Carolina,36.4653,-79.9064
New Philadelphia,New Philadelphia,Pennsylvania,40.7178,-76.1167
Emory,Emory,Virginia,36.78,-81.828
Cypress Landing,Cypress Landing,North Carolina,35.4976,-77.055
Charenton,Charenton,Louisiana,29.8685,-91.5388
Lake Roesiger,Lake Roesiger,Washington,47.9837,-121.9128
Sloan,Sloan,Iowa,42.2328,-96.2247
Hastings,Hastings,Pennsylvania,40.6648,-78.7093
Hughes,Hughes,Arkansas,34.9483,-90.4707
Osino,Osino,Nevada,40.9409,-115.6607
Brownsville,Brownsville,Kentucky,37.1952,-86.2691
Herald,Herald,California,38.2913,-121.2318
Velva,Velva,North Dakota,48.0582,-100.9329
Van Vleck,Van Vleck,Texas,29.0278,-95.88
South Ashburnham,South Ashburnham,Massachusetts,42.6138,-71.9384
Port Byron,Port Byron,New York,43.0366,-76.6263
Dixon,Dixon,New Mexico,36.1886,-105.8784
Deans,Deans,New Jersey,40.4037,-74.513
Sand Point,Sand Point,Alaska,55.3227,-160.4834
Clear Lake,Clear Lake,Wisconsin,45.2491,-92.2675
Hyde,Hyde,Pennsylvania,41.0075,-78.4686
Joseph,Joseph,Oregon,45.3525,-117.2304
Scanlon,Scanlon,Minnesota,46.7066,-92.4287
Autaugaville,Autaugaville,Alabama,32.432,-86.6578
Wenona,Wenona,Illinois,41.0487,-89.0523
Tyndall,Tyndall,South Dakota,42.9899,-97.8642
Far Hills,Far Hills,New Jersey,40.6906,-74.6257
Plum Creek,Plum Creek,Virginia,37.1267,-80.5048
Tombstone,Tombstone,Arizona,31.7234,-110.0798
McBee,McBee,South Carolina,34.467,-80.2571
Riverdale,Riverdale,Virginia,36.6764,-78.8943
Florence,Florence,Montana,46.6345,-114.0813
Chebanse,Chebanse,Illinois,41.0057,-87.9098
Central City,Central City,Pennsylvania,40.1096,-78.8043
Campbellsburg,Campbellsburg,Kentucky,38.522,-85.2195
Caddo,Caddo,Oklahoma,34.1256,-96.2636
Dunnigan,Dunnigan,California,38.8926,-121.9741
Okeene,Okeene,Oklahoma,36.1171,-98.3167
Holgate,Holgate,Ohio,41.2493,-84.1292
Burgin,Burgin,Kentucky,37.7543,-84.7632
Rafael Hernández,Rafael Hernandez,Puerto Rico,18.4718,-67.0787
Boling,Boling,Texas,29.2584,-95.9436
Talkeetna,Talkeetna,Alaska,62.2994,-149.9601
Colony Park,Colony Park,Pennsylvania,40.3465,-75.9827
Carrollton,Carrollton,Alabama,33.2619,-88.0951
Maywood Park,Maywood Park,Oregon,45.5524,-122.5617
Cochranton,Cochranton,Pennsylvania,41.5191,-80.047
Hawesville,Hawesville,Kentucky,37.8962,-86.7561
Greenwood,Greenwood,Wisconsin,44.7655,-90.5989
Woodbine,Woodbine,Georgia,30.9598,-81.7176
Ray City,Ray City,Georgia,31.0729,-83.196
Milmay,Milmay,New Jersey,39.4433,-74.8668
Beckemeyer,Beckemeyer,Illinois,38.6058,-89.4321
Los Héroes Comunidad,Los Heroes Comunidad,Puerto Rico,18.3916,-67.1186
Claverack-Red Mills,Claverack-Red Mills,New York,42.2264,-73.7268
Catahoula,Catahoula,Louisiana,30.2126,-91.7126
Fort Totten,Fort Totten,North Dakota,47.9716,-98.9971
Dexter,Dexter,Georgia,32.4331,-83.0595
Tyler,Tyler,Minnesota,44.2785,-96.1359
Arkport,Arkport,New York,42.3926,-77.6955
Olcott,Olcott,New York,43.3292,-78.7171
Flint Hill,Flint Hill,Missouri,38.8627,-90.8724
Shell Ridge,Shell Ridge,California,37.906,-122.0345
Town Creek,Town Creek,Alabama,34.6718,-87.4063
Franklin Springs,Franklin Springs,Georgia,34.284,-83.1459
Thornport,Thornport,Ohio,39.921,-82.4272
Dooms,Dooms,Virginia,38.1027,-78.8495
Highlandville,Highlandville,Missouri,36.9417,-93.2832
Blue Ridge Summit,Blue Ridge Summit,Pennsylvania,39.7256,-77.4688
San Felipe,San Felipe,Texas,29.7965,-96.1051
Mi Ranchito Estate,Mi Ranchito Estate,Texas,26.3878,-98.8733
Danvers,Danvers,Illinois,40.53,-89.1751
Panaca,Panaca,Nevada,37.7881,-114.4005
Entiat,Entiat,Washington,47.678,-120.2175
Teviston,Teviston,California,35.9289,-119.2783
Delft Colony,Delft Colony,California,36.5137,-119.4465
Somers,Somers,Montana,48.0824,-114.2344
Falls Creek,Falls Creek,Pennsylvania,41.1421,-78.8067
Goshen,Goshen,Kentucky,38.4026,-85.5823
Ellerslie,Ellerslie,Georgia,32.6341,-84.7978
Roosevelt,Roosevelt,New Jersey,40.2212,-74.473
Falcon Lake Estates,Falcon Lake Estates,Texas,26.8719,-99.2584
Mammoth Spring,Mammoth Spring,Arkansas,36.4925,-91.5413
Bidwell,Bidwell,Ohio,38.9248,-82.2856
Sand Springs,Sand Springs,Texas,32.2795,-101.3496
La Puebla,La Puebla,New Mexico,35.9882,-106.0005
Baxter,Baxter,Iowa,41.8252,-93.1525
Loami,Loami,Illinois,39.6748,-89.8473
Winthrop,Winthrop,Iowa,42.4708,-91.7375
Vega,Vega,Texas,35.2453,-102.4294
Fort Gaines,Fort Gaines,Georgia,31.6238,-85.0528
Wyanet,Wyanet,Illinois,41.361,-89.5828
Carrizozo,Carrizozo,New Mexico,33.6433,-105.8411
Laverne,Laverne,Oklahoma,36.7053,-99.8968
Garden Grove,Garden Grove,Florida,28.4716,-82.4349
Sherburn,Sherburn,Minnesota,43.6549,-94.7275
Morningside,Morningside,Maryland,38.8266,-76.8897
Randolph,Randolph,Nebraska,42.3775,-97.3578
Lemont Furnace,Lemont Furnace,Pennsylvania,39.9103,-79.6628
Grand Coulee,Grand Coulee,Washington,47.9392,-119.0029
Stratford,Stratford,California,36.1885,-119.8222
Viola,Viola,Illinois,41.2053,-90.5863
Harriston,Harriston,Virginia,38.212,-78.8283
Grand Rapids,Grand Rapids,Ohio,41.4078,-83.868
Penn,Penn,Pennsylvania,40.3293,-79.642
Mountainhome,Mountainhome,Pennsylvania,41.1779,-75.2633
Marianne,Marianne,Pennsylvania,41.2441,-79.431
Farwell,Farwell,Michigan,43.8363,-84.8677
Piney Point,Piney Point,Maryland,38.1483,-76.5201
Penryn,Penryn,Pennsylvania,40.2016,-76.3675
Seven Mile,Seven Mile,Arizona,33.7883,-109.9576
Cannonsburg,Cannonsburg,Kentucky,38.3806,-82.7006
Milford,Milford,Texas,32.1214,-96.9498
Mount Hope,Mount Hope,West Virginia,37.8976,-81.1737
Talmage,Talmage,California,39.1314,-123.1648
Cayuco,Cayuco,Puerto Rico,18.2922,-66.7348
Audubon Park,Audubon Park,New Jersey,39.8969,-75.089
Shandon,Shandon,California,35.6536,-120.3831
Highfield-Cascade,Highfield-Cascade,Maryland,39.7136,-77.4946
Lakes of the North,Lakes of the North,Michigan,44.9361,-84.8845
Baldwin,Baldwin,Michigan,43.8971,-85.8531
St. Anne,St. Anne,Illinois,41.023,-87.7179
Terre Hill,Terre Hill,Pennsylvania,40.1592,-76.0508
Iva,Iva,South Carolina,34.3071,-82.6636
Lesage,Lesage,West Virginia,38.487,-82.293
Wagener,Wagener,South Carolina,33.6512,-81.3625
Enderlin,Enderlin,North Dakota,46.6215,-97.5956
Allentown,Allentown,Florida,30.7745,-87.0822
La Monte,La Monte,Missouri,38.7726,-93.4237
Tornado,Tornado,West Virginia,38.3369,-81.855
Glandorf,Glandorf,Ohio,41.0279,-84.0791
Somerset,Somerset,Maryland,38.9666,-77.0963
Americus,Americus,Kansas,38.5066,-96.2615
Big River,Big River,California,34.1393,-114.3604
Mooreland,Mooreland,Oklahoma,36.4377,-99.2048
Buhl,Buhl,Minnesota,47.4994,-92.7691
Buckhead Ridge,Buckhead Ridge,Florida,27.1331,-80.8868
Atkins,Atkins,Virginia,36.8659,-81.4045
Lakeview,Lakeview,Michigan,43.4434,-85.2738
Wilson,Wilson,Arkansas,35.5661,-90.043
Clayton,Clayton,Indiana,39.6892,-86.5234
Victoria,Victoria,Kansas,38.8538,-99.1473
East Gull Lake,East Gull Lake,Minnesota,46.3948,-94.3548
Shirley,Shirley,Indiana,39.891,-85.5799
Spiceland,Spiceland,Indiana,39.8433,-85.426
Cinnamon Lake,Cinnamon Lake,Ohio,40.9835,-82.1914
Calvert Beach,Calvert Beach,Maryland,38.4728,-76.4895
New Preston,New Preston,Connecticut,41.6813,-73.3523
Chevy Chase Section Three,Chevy Chase Section Three,Maryland,38.9793,-77.0742
Bouse,Bouse,Arizona,33.8984,-113.9962
Dubach,Dubach,Louisiana,32.702,-92.6575
Little Round Lake,Little Round Lake,Wisconsin,45.9699,-91.3662
Hopland,Hopland,California,38.9691,-123.1173
Dexter,Dexter,New Mexico,33.1954,-104.3687
White Hall,White Hall,West Virginia,39.424,-80.1889
Hazel Green,Hazel Green,Wisconsin,42.5341,-90.4361
Marion,Marion,Texas,29.5726,-98.143
Bray,Bray,Oklahoma,34.616,-97.8207
Maben,Maben,Mississippi,33.5544,-89.0805
Assumption,Assumption,Illinois,39.518,-89.0478
Avery,Avery,Texas,33.5521,-94.7803
Eden Valley,Eden Valley,Minnesota,45.3255,-94.5456
Mission,Mission,Oregon,45.6586,-118.6655
